395273|DEP.ACUM.EQUIPO DE SEGURIDAD-COSTO|||
395274|DEP.ACUM.OTROS EQUIPOS-COSTO|||
396|AMORTIZACION ACUMULADA|3||
3961|INTANGIBLES-COSTO|4||
39611|CONCESIONES, LICENCIAS Y OTROS DERECHOS|5||
396111|CONCESIONES, LICENCIAS Y OTROS DERECHOS|||
39613|PROGRAMAS DE COMPUTADORA (SOFTWARE)|5||
396131|PROGRAMAS DE COMPUTADORA (SOFTWARE)|||
40|TRIB.CONTS Y AP.SIST.PÚBLICO PENSION Y S|2||
401|GOBIERNO NACIONAL|3||
4011|IMPUESTO GENERAL A LAS VENTAS|4||
40111|IGV – CUENTA PROPIA|5||
401111|IGV – CUENTA PROPIA|||
40112|IGV - SERVICIOS PRESTADOS POR NO DOMICIL|5||
401121|IGV - SERVICIOS PRESTADOS POR NO DOMICIL|||
40113|IGV – RÉGIMEN DE PERCEPCIONES|5||
401131|IGV – RÉGIMEN DE PERCEPCIONES|||
40114|IGV – RÉGIMEN DE RETENCIONES|5||
401141|IGV – RÉGIMEN DE RETENCIONES|||
40115|IGV – IMPORTACIONES|5||
401151|IGV – IMPORTACIONES|||
40116|IGV – DESTINADO A OPERACIONES GRAVADAS|5||
401161|IGV – DESTINADO A OPERACIONES GRAVADAS|||
40117|IGV – DESTINADO A OPERACIONES COMUNES|5||
401171|IGV – DESTINADO A OPERACIONES COMUNES|||
4015|DERECHOS ADUANEROS|4||
40151|DERECHOS ARANCELARIOS|5||
401511|DERECHOS ARANCELARIOS|||
4017|IMPUESTO A LA RENTA|4||
40171|RENTA DE TERCERA CATEGORÍA|5||
401711|RENTA DE TERCERA CATEGORÍA|||
40172|RENTA DE CUARTA CATEGORÍA|5||
401721|RENTA DE CUARTA CATEGORÍA|||
40173|RENTA DE QUINTA CATEGORÍA|5||
401731|RENTA DE QUINTA CATEGORÍA|||
40174|RENTA DE NO DOMICILIADOS|5||
401741|RENTA DE NO DOMICILIADOS|||
40175|OTRAS RETENCIONES|5||
401751|OTRAS RETENCIONES|||
4018|OTROS IMPUESTOS Y CONTRAPRESTA|4||
40185|IMPUESTO A LOS DIVIDENDOS|5||
401851|IMPUESTO A LOS DIVIDENDOS|||
40186|IMPUESTO TEMPORAL A LOS ACTIVOS NETOS|5||
401861|IMPUESTO TEMPORAL A LOS ACTIVOS NETOS|||
403|INSTITUCIONES PUBLICAS|3||
4031|ESSALUD|4||
403111|ESSALUD|||
4032|ONP|4||
403211|ONP|||
406|GOBIERNOS LOCALES|3||
4061|IMPUESTOS|4||
40611|IMPUESTO AL PATRIMONIO VEHICULAR|5||
406111|IMPUESTO AL PATRIMONIO VEHICULAR|||
40614|IMPUESTO DE ALCABALA|5||
406141|IMPUESTO DE ALCABALA|||
40615|IMPUESTO PREDIAL|5||
406151|IMPUESTO PREDIAL|||
41|REMUNERAC. Y PARTICIPACIONES POR PAGAR|2||
411|REMUNERACIONES POR PAGAR|3||
4111|SUELDOS Y SALARIOS POR PAGAR|4||
411111|SUELDOS Y SALARIOS POR PAGAR|||
4113|REMUNERACIONES EN ESPECIE POR PAGAR|4||
411311|REMUNERACIONES EN ESPECIE POR PAGAR|||
4114|GRATIFICACIONES POR PAGAR|4||
411411|GRATIFICACIONES POR PAGAR|||
4115|VACACIONES POR PAGAR|4||
411511|VACACIONES POR PAGAR|||
413|PARTICIPACIONES DE LOS TRABAJADORES POR|3||
4131|PARTICIPACIONES DE LOS TRABAJADORES POR|4||
413111|PARTICIPACIONES DE LOS TRABAJADORES POR|||
415|BENEFICIOS SOCIALES DE LOS TRABAJADORES|3||
4151|COMPENSACION POR TIEMPO DE SERVICIOS|4||
415111|COMPENSACION POR TIEMPO DE SERVICIOS|||
417|ADMINISTRADORAS DE FOND.D PENS|3||
4171|AFP HABITAT|4||
417111|AFP HABITAT|||
4172|AFP INTEGRA|4||
417211|AFP INTEGRA|||
4173|AFP PROFUTURO|4||
417311|AFP PROFUTURO|||
4174|AFP PRIMA|4||
417411|AFP PRIMA|||
419|OTRAS REMUNERACIONES Y PARTICIPACIONES P|3||
4191|OTRAS REMUNERACIONES Y PARTICIPACIONES P|4||
419111|OTRAS REMUNERACIONES-PART.-SOLES|||
419112|OTRAS REMUNERACIONES-PART.-DOLARES|||
42|CUENTAS POR PAGAR COMECIALES - TERCEROS|2||
421|FACTURAS, BOLETAS Y OTROS COMPROBANTES P|3||
4211|NO EMITIDAS|4||
421111|F.B.C. POR PAG NO EMITIDAS EN SOLES|||
421112|F.B.C. POR PAG.NO EMITIDAS EN DOLARES|||
421113|PROVISIONES DIVERSAS -IMPORTACION SOLES|||
421114|PROVISIONES DIVERSAS -IMPORTACION DOLARE|||
4212|EMITIDAS|4||
421211|FACTURAS Y BOLETAS EN SOLES|||
421212|FACTURAS Y BOLETAS EN DOLARES|||
422|ANTICIPOS A PROVEEDORES|3||
4221|ANTICIPOS A PROVEEDORES|4||
422111|ANTICIPOS OTORGADOS EN SOLES|||
422112|ANTICIPOS OTORGADOS EN DOLARES|||
423|LETRAS POR PAGAR|3||
4231|LETRAS POR PAGAR|4||
423111|LETRAS POR PAGAR SOLES|||
423112|LETRAS POR PAGAR DOLARES|||
424|HONORARIOS POR PAGAR|3||
4241|HONORARIOS POR PAGAR|4||
424111|HONORARIOS POR PAGAR SOLES|||
424112|HONORARIOS POR PAGAR DOLARES|||
43|CTAS POR PAGAR COMERCIALES-RELACIONADAS|2||
431|FACTURAS,BOL.Y OTR.COMP.POR PAGAR|3||
4311|NO EMITIDAS|4||
431111|F.B.C. POR PAG NO EMITIDAS RELAC.EN SOLE|||
431112|F.B.C. POR PAG.NO EMITIDAS RELAC.EN DOLA|||
4312|EMITIDAS|4||
431211|FACTURAS Y BOLETAS RELAC.EN SOLES|||
431212|FACTURAS Y BOLETAS RELAC.EN DOLARES|||
432|ANTICIPOS OTORGADOS|3||
4321|ANTICIPOS OTORGADOS|4||
432111|ANTICIPOS OTORGADOS LOCALES RELAC.SOLES|||
432112|ANTICIPOS OTORGADOS LOCALES RELAC.DOLARE|||
433|LETRAS POR PAGAR|3||
4331|LETRAS POR PAGAR|4||
433111|LETRAS POR PAGAR RELAC.EN SOLES|||
433112|LETRAS POR PAGAR RELAC.EN DOLARES|||
44|CUENTAS POR PAGAR A LOS ACCIONISTAS|2||
441|ACCIONISTAS(SOCIOS,PARTICIPES)|3||
4411|PRESTAMOS|4||
441111|PRESTAMOS SOCIOS EN SOLES|||
441112|PRESTAMOS SOCIOS EN DOLARES|||
4412|DIVIDENDOS|4||
441211|DIVIDENDOS EN SOLES|||
441212|DIVIDENDOS EN DOLARES|||
45|OBLIGACIONES FINANCIERAS|2||
451|PRESTAMOS DE INST.FINANC.YOTRA ENTIDADES|3||
4511|INSTITUCIONES FINANCIERAS|4||
451111|PRESTAMO INSTIT.FINANCIERAS EN SOLES|||
451112|PRESTAMO INSTIT.FINANCIERAS EN DOLARES|||
451113|PRESTAMO PERSONAS NATURALES EN SOLES|||
451114|PRESTAMO PERSONAS NATURALES  EN DOLARES|||
451115|PRESTAMO PERS.JURIDICA SOLES|||
451116|PRESTAMO PERS.JURIDICA DOLARES|||
452|CONTRATOS DE ARRENDAMIENTO FINANCIERO|3||
4521|CONTRATOS DE ARRENDAMIENTO FINANCIERO|4||
452111|CONTR.ARRENDAM.FINANCIERO EN DOLARES|||
454|OTROS INSTRUMENTOS FINANCIEROS POR PAGAR|3||
4541|LETRAS|4||
454111|LETRAS DESCUENTOS SOLES|||
454112|LETRAS DESCUENTOS DOLARES|||
455|COSTOS DE FINANCIACION POR PAGAR|3||
4551|PRESTAMOS DE INSTITUCIONES FINANCIERAS Y|4||
45511|INSTITUCIONES FINANCIERAS|5||
455111|INTERES-INSTITUCION FINANCIERAS EN SOLES|||
455112|INTERES-INSTITUCION FINANCIERAS EN DOLAR|||
4552|CONTRATOS DE ARRENDAMIENTO FINANCIERO|4||
455211|INTERES-PORTES CONTR.ARREND. EN DOLARES|||
4554|OTROS INSTRUMENTOS FINANCIEROS POR PAGAR|4||
45541|LETRAS|5||
455411|INT.LETRAS DESCUENTOS SOLES|||
455412|INT.LETRAS DESCUENTOS DOLARES|||
46|CTAS.POR PAGAR DIVERSAS-TERCER|2||
461|RECLAMACIONES DE TERCEROS|3||
4611|RECLAMACIONES DE TERCEROS|4||
461111|RECLAMACIONES DE TERCEROS EN SOLES|||
461112|RECLAMACIONES DE TERCEROS EN DOLARES|||
461113|RECLAMACIONES DE TERCEROS (NI)|||
467|DEPOSITOS RECIBIDOS EN GARANTI|3||
4671|DEPOSITOS RECIBIDOS EN GARANTI|4||
467111|DEPOS.RECIBIDOS EN GARANTIA  EN SOLES|||
467112|DEPOS.RECIBIDOS EN GARANTIA  EN DOLARES|||
469|OTRAS CUENTAS POR PAGAR DIVERSAS|3||
4696|DSCTO AUTORIZADO MANDATO JUDICIAL|4||
469611|DSCTO AUTORIZADO MANDATO JUDICIAL SOLES|||
4699|OTRAS CUENTAS POR PAGAR|4||
469911|PROV.CUENTAS POR PAGAR DIVERSAS SOLES|||
469912|PROV.CUENTAS POR PAGAR DIVERSAS DOLARES|||
469913|PROVISIONES DIVERSAS -IMPORTACION SOLES|||
469914|PROVISIONES DIVERSAS -IMPORTACION DOLARE|||
47|CUENTAS POR PAGAR DIVERSAS - RELACIONADA|2||
471|PRESTAMOS-RELACIONADAS|3||
4711|PRESTAMOS-RELACIONADAS|4||
471111|PRESTAMOS RELACIONADA EN SOLES|||
471112|PRESTAMOS RELACIONADA EN DOLARES|||
48|PROVISIONES|2||
489|OTRAS PROVISIONES|3||
4891|OTRAS PROVISIONES|4||
489111|OTRAS PROVISIONES|||
49|PASIVO DIFERIDO|2||
491|IMPUESTO A LA RENTA DIFERIDO|3||
4911|IMPUESTO A LA RENTA DIFERIDO - PATRIMONI|4||
491111|IMPUESTO RTA.DIFERIDO-PATRIMON|||
496|INGRESOS DIFERIDOS|3||
4961|INGRESOS DIFERIDOS|4||
496111|INGRESOS DIFERIDOS|||
50|CAPITAL|2||
501|CAPITAL SOCIAL|3||
5012|PARTICIPACIONES|4||
501211|PARTICIPACIONES|||
59|RESULTADOS ACUMULADOS|2||
591|UTILIDADES NO DISTRIBUIDAS|3||
5911|UTILIDADES ACUMULADAS|4||
591111|UTILIDADES ACUMULADAS|||
591112|RESULTADOS DEL EJERCICIO|||
5912|INGRESOS DE AÑOS ANTERIORES|4||
591211|INGRESOS DE AÑOS ANTERIORES|||
592|PERDIDAS ACUMULADAS|3||
5921|PERDIDAS ACUMULADAS|4||
592111|PERDIDAS ACUMULADAS|||
5922|GASTOS DE AÑOS ANTERIORES|4||
592211|GASTOS DE AÑOS ANTERIORES|||
60|COMPRAS|2||
601|MERCADERIAS|3||
6011|MERCADERIAS|4||
601111|MERCADERIAS MANUFACTURADAS AL COSTO||201111|611111
601112|MERCADERIAS MANUFACTURADAS AL VALOR RAZO||201141|611111
602|MATERIAS PRIMAS|3||
6021|MATERIAS PRIMAS|4||
602111|MATERIAS PRIMAS||241111|612111
603|MATERIALES AUXILIARES, SUMINISTROS Y REP|3||
6032|SUMINISTROS|4||
603211|COMPROBANTES DE PAGO||252411|613211
603212|PUBLICIDAD IMPORTACIONES||252413|613211
603213|PUBLICIDAD LOCALES||252413|613211
603214|UTILES DE OFICINA-LIMPIEZA||252414|613211
609|COSTOS VINCUL.CON COMPRAS|3||
6091|COSTOS VINCUL.CON COMPRAS MERCADERIA|4||
60911|TRANSPORTE|5||
609111|TRANSPORTE AGENTE DE ADUANAS||201111|611111
60912|SEGURO|5||
609121|SEGURO DE IMPORTACION||201111|611111
60913|DERECHOS ADUANEROS|5||
609131|DERECHOS ADUANEROS(AD VALOREM)||201111|611111
609141|COMISIONES AGENTE DE ADUANA||201111|611111
60919|OTROS COSTOS|5||
609191|FLETE DE IMPORTACION||201111|611111
609192|GASTOS EN ORIGEN||201111|611111
609193|GASTOS INSPECCION||201111|611111
609194|OTROS GASTOS VINCULADOS CON LA COMPRA DE||201111|611111
6099|COSTOS POR SERVICIOS|4||
60991|COSTOS POR SERVICIOS|5||
609911|COSTOS SERVICIOS -SOPORTE LOGITECH||201111|611111
61|VARIACIÓN DE INVENTARIOS|2||
611|MERCADERIAS|3||
6111|MERCADERIAS|4||
61111|MERCADERIAS|5||
611111|MERCADERIAS|||
612|MATERIAS PRIMAS|3||
6121|MATERIAS PRIMAS|4||
61211|MATERIAS PRIMAS|5||
612111|MATERIAS PRIMAS|||
613|MATERIALES AUXILIARES, SUMINISTROS Y REP|3||
6132|SUMINISTROS|4||
61321|SUMINISTROS|5||
613211|SUMINISTROS|||
62|GASTOS DE PERSONAL Y DIRECTORES|2||
621|REMUNERACIONES|3||
6211|SUELDOS Y SALARIOS|4||
621111|SUELDOS||946211|791111
621112|SUBVENCION ECONOMICA MENSUAL||946211|791111
6214|GRATIFICACIONES|4||
621411|GRATIFICACIONES||946214|791111
6215|VACACIONES|4||
621511|VACACIONES||946215|791111
621512|VACACIONES TRUNCAS NIFF19||946215|791111
622|OTRAS REMUNERACIONES|3||
6221|OTRAS REMUNERACIONES|4||
622111|HORAS EXTRAS||946221|791111
622112|BONIF.EXTRA.LEY29714||946221|791111
622113|BONIFICACION EXTRAORDINARIA||946221|791111
622114|MOVILIDAD||946221|791111
622115|PREST. ALIM. SUMINISTRO IND. COMERCIAL||946221|791111
622116|PREST. ALIM. SUMINISTRO IND.COLABORAD||946221|791111
622117|ASIGNACION PARA EL PERSONAL||946221|791111
624|CAPACITACION|3||
6241|CAPACITACION|4||
624111|CAPACITACION||946241|791111
625|ATENCION AL PERSONAL|3||
6251|ATENCION AL PERSONAL|4||
625111|REFRIGERIOS AL PERSONAL||946251|791111
625112|UNIFORME PARA EL PERSONAL||946251|791111
625113|AGASAJO Y OTRAS ACTIV. AL PERSONAL||946251|791111
625114|AGASAJOS POR ANIVERSARIO||946251|791111
625115|CANASTAS Y SIMILARES||946251|791111
625116|CARGAS DE PERSONAL (ND)||946251|791111
625117|ATENCION MEDICA||946251|791111
627|SEGURIDAD Y PREVISION SOCIAL Y OTRAS CON|3||
6271|REGIMEN DE PRESTACION DE SALUD|4||
627111|REGIMEN DE PREST.DE SALUD||946271|791111
6273|SEGURO COMPLEMENTARIO DE TRABAJODE RIESG|4||
627311|SEGURO COMPLEMENTARIO DE TRABAJODE RIESG||946273|791111
6274|SEGURO DE VIDA|4||
627411|SEGURO DE VIDA||946274|791111
6275|SEGUROS PARTI. PREST.SALUD – EPS Y OTROS|4||
627511|SEGUROS PARTI. PREST.SALUD – EPS Y OTROS||946275|791111
629|BENEFICIOS SOCIALES DE LOS TRABAJADORES|3||
6291|COMPENSACION POR TIEMPO DE SERVICIOS|4||
629111|COMPENSACION POR TIEMPO DE SERVICIOS||946291|791111
6294|PARTICIPACIÓN EN LAS UTILIDADES|4||
62941|PARTICIPACIÓN CORRIENTE|5||
629411|PARTICIPACIÓN CORRIENTE||946294|791111
62942|PARTICIPACIÓN DIFERIDA|5||
629421|PARTICIPACIÓN DIFERIDA||946294|791111
63|GASTOS SERVIC.PREST.X TERCEROS|2||
631|TRANSPORTE, CORREOS Y GASTOS DE VIAJE|3||
6311|TRANSPORTE|4||
63111|TRANSPORTE DE CARGA|5||
631111|FLETE TRASLADO DE MERCADERIA||946311|791111
631112|FLETE TRASLADO ENTRE ALMACENES||946311|791111
631113|TRANSPORTE DESTRUCCION EXISTENCI Y OTROS||946311|791111
63112|TRANSPORTE DE PASAJEROS|5||
631121|PASAJE AMBITO NACIONAL||946311|791111
631122|PASAJE AMBITO INTERNACIONAL||946311|791111
631123|MOVILIDAD-TAXI||946311|791111
631124|MOVILIDAD-TAXI  POR VIAJE||946311|791111
6312|CORREOS|4||
631211|ENCOMIENDAS Y SOBRES||946312|791111
6313|ALOJAMIENTO POR VIAJE|4||
631311|ALOJAMIENTO POR VIAJE AMBITO NACIONAL||946313|791111
631312|ALOJAMIENTO POR VIAJE AMBITO INTERNACION||946313|791111
6314|ALIMENTACION POR VIAJE|4||
631411|ALIMENTACION POR VIAJE AMBITO NACIONAL||946314|791111
631412|ALIMENTACION POR VIAJE AMBITO INTERNACIO||946314|791111
6315|OTROS GASTOS DE VIAJE|4||
631511|OTROS GASTOS POR VIAJE AMBITO NACIONAL||946315|791111
631512|OTROS GASTOS POR VIAJE AMBITO INTERNACIO||946315|791111
632|ASESORIA Y CONSULTORIA|3||
6321|ADMINISTRATIVA|4||
632111|ADMINISTRATIVA||946321|791111
632112|SISTEMAS||946321|791111
632113|LOGISTICO (RED)||946321|791111
632114|OPERATIVO||946321|791111
632115|LOGISTICO ALMACEN||946321|791111
632116|SERVICIOS TECNICOS DROGUERIA||956330|791111
6322|LEGAL Y TRIBUTARIA|4||
632211|SERVICIO LEGAL Y NOTARIALES||946322|791111
6323|AUDITORIA Y CONTABLE|4||
632311|SERVICIO AUDITORIA Y CONTABLE||946323|791111
6324|MERCADOTECNIA|4||
632411|SERVICIO DE MERCADOTECNIA||946324|791111
632412|COMISIONISTA||946324|791111
6326|INVESTIGACION Y DESARROLLO|4||
632611|INVESTIGACION Y DESARROLLO||946326|791111
6328|SERVICIO DE SOPORTE LOGITECH|4||
632811|SERVICIO SOPORTE LOGITECH(ND)||956328|791111
6329|OTROS|4||
632911|SERVICIOS OTROS||946329|791111
634|MANTENIMIENTO Y REPARACIONES|3||
6342|ACTIVOS POR DERECHO DE USO|4||
63421|ACTIVOS POR DERECHO DE USO-ARRENDA.FINAN|5||
634211|MANT.REPARA.ACTIVOS ADQ.ARRENDA-LOCALES||946342|791111
634212|MANT.REPARA.ACTIVOS ADQ.ARRENDA-UNID.TRA||946342|791111
6343|PROPIEDAD, PLANTA Y EQUIPO|4||
634311|MANT. Y REPARA.DE LOCALES||946343|791111
634312|MANT. Y REPARA.DE UNIDADES DE TRANSPORTE||946343|791111
634313|MANT.Y REP.DE MUEBLES||946343|791111
634314|MANT.Y REP.DE EQUIPOS DE COMPUTO||946343|791111
634315|MANT.Y REP.DE EQUIPOS DE COMUNICACIÓN||946343|791111
634316|MANT.Y REP.DE EQUIPOS DE SEGURIDAD||946343|791111
634317|MANT.Y REP.DE AIRE ACONDICIONADO||946343|791111
6346|MANTENIMIENTO DE SISTEMAS|4||
634611|MANTENIMIENTO SISTEMA BIZLINKS||946346|791111
635|ALQUILERES|3||
6352|ALQUILER EDIFICACIONES|4||
635211|ALQUILER EDIFICACIONES-LOCALES COMERCIAL||946352|791111
635212|ALQUILER ALMACEN||946352|791111
635213|ALQUILER LOCAL PARA EVENTOS||946352|791111
635214|ALQUILER LOCAL ADMINISTRATIVO||946352|791111
635215|ALQUILER DEPOSITO SIMPLE||946352|791111
635216|ALQUILER DE ESPACIO PARA PUBLICIDAD||956352|791111
6354|ALQUILER EQUIPO DE TRANSPORTE|4||
635411|ALQUILER UNIDADES TRANSPORTE||946354|791111
6355|ALQUILER MUEBLES Y ENSERES|4||
635511|ALQUILER MUEBLES Y ENSERES||946355|791111
6356|ALQUILER EQUIPOS DIVERSOS|4||
635611|ALQUILER-FOTOCOPIADORA||946356|791111
635612|ALQUILER DE GRUPO ELECTROGENO||946356|791111
635613|ALQUILER DE MAQUINARIAS||946356|791111
635614|ALQUILER DE GPS||956356|791111
635615|ALQUILER DE OTROS EQUIPOS DIVERSOS||956356|791111
636|SERVICIOS BASICOS|3||
6361|ENERGIA ELECTRICA|4||
636111|ENERGIA ELECTRICA||946361|791111
6363|AGUA|4||
636311|AGUA||946363|791111
6364|TELEFONOS|4||
636411|TELEFONOS FIJOS||946364|791111
636412|ENTEL PREPAGO||946364|791111
636413|TELEFONOS CELULARES||946364|791111
6365|INTERNET|4||
636511|INTERNET_LOCAL PRINCIPAL||946365|791111
6369|SERVICIO DE INFORMACION|4||
636911|ASSENDA_EQUIFAX_CARVAJAL||946369|791111
636912|RENIEC||946369|791111
636913|SUNARP(RRPP)||946369|791111
636914|MERCOSUR-PERU TOP||946369|791111
636915|INDECOPI||946369|791111
637|PUBLICIDAD, PUBLICACIONES, RELACIONES PÚ|3||
6371|PUBLICIDAD|4||
637111|PUBLICIDAD||946371|791111
6372|PUBLICACIONES|4||
637211|PUBLICACIONES-RECLUTAMIENTO||946372|791111
6373|RELACIONES PÚBLICAS|4||
637311|GASTOS DE REPRESENTACION-PROVEEDOR||956373|791111
637312|GASTOS DE REPRESENTACION-CLIENTE||956373|791111
637313|GASTOS DE BONIFICACION MERCAD-CLIENTE KX||956373|791111
637314|GASTOS DE BONIFICACION SUMINI-CLIENTES||956373|791111
637315|GASTOS DE BONIFICACION SUMINI-KX||956373|791111
637316|GASTOS FINES PUBLICITARIOS||956373|791111
638|SERVICIO DE CONTRATISTA|3||
6381|SERVICIO DE CONTRATISTA|4||
638111|SERVICIO DE CONTRATISTA||946381|791111
639|OTROS SERVICIOS PRESTADOS POR TERCEROS|3||
6391|GASTOS BANCARIOS|4||
639111|COMISION BANCO CORRESPONSAL||946391|791111
639112|COMISION CHEQUE DEVUELTO||946391|791111
639113|COMISION CHEQUERA||946391|791111
639114|COMISION CHEQUE GERENCIA||946391|791111
639115|COMISION EMISION CHEQUE MIAMI||946391|791111
639116|COMISION COBRANZA CHEQUES EXTERIOR||946391|791111
639117|COMISION MANEJO DE PRENDA||946391|791111
639118|COMISION POLIZA||946391|791111
639119|COMISION TASACION||946391|791111
639120|COMISION INVESTIGACION||946391|791111
639121|COMISION EXCESO CHEQUES||946391|791111
639122|COMISION RECAUDACION||946391|791111
639123|COMISION DEPOSITO||946391|791111
639124|PORTE||946391|791111
639125|COMISION BANCA POR INTERNET||946391|791111
639126|COMISION PAGO DE SERVICIOS||946391|791111
639127|COMISION SOBREGIRO||946391|791111
639128|COMISION POR EXCESO OPERACIONES||946391|791111
639129|MANTENIMIENTO||946391|791111
639130|COMISIONES VARIAS||946391|791111
639131|COMISION HABERES||946391|791111
639132|COMISION TRANSFERENCIA||946391|791111
639133|MENSAJE SWISS||946391|791111
639134|COMISION DE DEPOSITO DE TERCERO||946391|791111
639135|COMISION TELEBANKING||946391|791111
639136|COMISION VISANET||946391|791111
639137|COMISION JUDICIAL BANCO PRIVADO||946391|791111
6393|PARQUEO|4||
639311|PARQUEO UNIDADES DE TRANSPORTES PROPIAS||946393|791111
639312|PARQUEO UNID.TRANSP.ALQUILADO||946393|791111
6394|SERVICIOS RETAIL|4||
639411|SERVICIOS GTO.MARKETING RETAIL||946394|791111
639412|SERVICIOS GTO. MARKETING(RED)||946394|791111
639413|SERVICIOS GTO.MARKETING RESSELER||956394|791111
6399|SERVICIOS VARIOS|4||
639911|SERVI.MOVILIZACION CARGA-CUADRILLA(ALBO)||946399|791111
639912|ALARMA Y MONITOREO||946399|791111
639913|SERVICIO DE APOYO CARGA Y DESCARGA IMPOR||946399|791111
639914|SERVICIO FOTOCOPIA-IMPRESION-EMPASTE||946399|791111
639915|PEAJE||946399|791111
639916|SERVICIO DE FUMIGACION||956399|791111
639917|SERVICIO DE CUADRILLA MERCADERIA||946399|791111
639918|SERVICIOS DE TERCEROS(BORDADOS-LAVADO)||946399|791111
639919|SERVICIO DE REPARTO||946399|791111
639920|SERVICIO DE HOMOLOGACION||946399|791111
639921|OTROS SERVICIOS (ND)||946399|791111
639922|SERVICIO DE CUSTODIA UNIDTRANS_LOCAL(ND)||946399|791111
639923|SERVICIO DE DISEÑO WEB-ORDENAMIENTO DOCU||956399|791111
639924|SERVICIO DE GESTION DE EVENTOS||956399|791111
64|GASTOS POR TRIBUTOS|2||
641|GOBIERNO NACIONAL|3||
6411|IMPUESTO GENERAL A LAS VENTAS Y SELECTIV|4||
641111|I.G.V. RETIRO DE BIENES (ND)||946411|791111
6412|IMPUESTO A LAS TRANSACCIONES FINANCIERAS|4||
641211|IMPUESTO A LA TRANSACCIONES FINANCIERAS||946412|791111
6419|OTROS  TRIBUTOS|4||
64191|ICBPER|5||
641911|ICBPER||956419|791111
643|GOBIERNO LOCAL|3||
6431|IMPUESTO PREDIAL|4||
643111|IMPUESTO PREDIAL LOCAL||946431|791111
6432|ARBITRIOS MUNICIPALES Y SEGURIDAD CIUDAD|4||
643211|ARBITRIOS MUNICIPALES Y SEGURIDAD CIUDAD||946432|791111
6433|IMPUESTO AL PATRIMONIO VEHICULAR|4||
643311|IMPUESTO AL PATRIMONIO VEHICULAR||946433|791111
6434|LICENCIA DE FUNCIONAMIENTO|4||
643411|LICENCIA DE FUNCIONAMIENTO||946434|791111
6435|IMPUESTO A LA ALCABALA|4||
643511|IMPUESTO A LA ALCABALA||946435|791111
644|OTROS GASTOS POR TRIBUTOS|3||
6443|OTROS|4||
644311|TASAS CONTRATOS-POLICIALES-JUDICIALES||946443|791111
644312|UNIMPRO-DERECHO||946443|791111
644313|OTROS TRIBUTOS NO CONSIDERADO (ND)||946443|791111
644314|REDONDEO DE IMPUESTOS||946443|791111
645|GASTOS EN DEUDA TRIBUTARIA|3||
6451|INTERESES|4||
645111|INTERES COMPENSAT.PAGO DERECHOS ADUANERO||946451|791111
645112|INTERESESMORATORIOS_OBLIGA SUNAT-AFP(ND)||946451|791111
645113|INTERESESMORATORIOS_OBLIGACIONES ADU(ND)||946451|791111
645114|INTERESESMORATORIOS_OBLIGACIONES MUN(ND)||946451|791111
6452|INTERESES - FRACCIONAMIENTO|4||
645211|INTERESES - FRACCIONAMIENTO SUNAT||946452|791111
645212|INTERESES - FRACCIONAMIENTO ADUANAS||946452|791111
645213|INTERESES - FRACCIONAMIENTO MUNICIPALIDA||946452|791111
6453|MULTAS|4||
645311|MULTAS-SUNAT (ND)||946453|791111
645312|MULTAS-ADUANAS (ND)||946453|791111
645313|MULTAS-MUNICIPALIDAD (ND)||946453|791111
6454|COSTAS Y OTROS|4||
645411|COSTAS Y OTROS SUNAT (ND)||946454|791111
645412|COSTAS Y OTROS ADUANAS (ND)||946454|791111
645413|COSTAS Y OTROS MUNICIPALIDAD (ND)||946454|791111
65|OTROS GASTOS DE GESTION|2||
651|SEGUROS|3||
6511|SEGURO UNIDADES DE TRANSPORTES|4||
651111|SEGURO UNIDADES DE TRANSPORTES||946511|791111
6512|SOAT|4||
651211|SOAT||946512|791111
6513|SEGUROS|4||
651311|SEGURO-RESPONSABILIDAD CIVIL||946513|791111
651312|SEGURO-CONTRA INCENDIO||946513|791111
651313|SEGURO EQUIPOS ELECTRONICOS||946513|791111
651314|SEGURO CONTRA ROBO-ASALTO(3D)||946513|791111
651315|SEGURO TODO RIESGO||946513|791111
651316|SEGURO LINEA CREDITO||946513|791111
651317|SEGURO DE DESHONESTIDAD||956513|791111
653|SUSCRIPCIONES|3||
6531|SUSCRIPCIONES|4||
653111|SUSCRIPCION REVISTA O PERIODICOS||946531|791111
654|LICENCIAS Y DERECHOS DE VIGENCIA|3||
6541|LICENCIAS Y DERECHOS DE VIGENCIA|4||
654111|LICENCIAS||946541|791111
655|COSTO NETO DE ENAJENACION DE ACTIVOS INM|3||
6551|COSTO NETO DE ENAJENACION DE ACTIVOS INM|4||
65513|ACTIVOS DERECHO DE USO - ARRENDA.FINANCI|5||
655131|COSTIO ENA--ACTIVOS ADQUIRIDOS ARRENDAMI||956551|791111
655132|COSTIO ENA-ACTIVOS ADQUIRIDOS ARRENDAMI||946551|791111
65514|PROPIEDAD, PLANTA Y EQUIPO|5||
655141|COSTIO ENA-NMUEBLES, MAQUINARIA Y EQUIPO||956551|791111
655142|COSTIO ENA-INMUEBLES, MAQUINARIA Y EQUIP||946551|791111
65515|INTANGIBLES|5||
655151|COSTO ENAJENACION INTANGIBLES VTA||956551|791111
655152|COSTO ENAJENACION INTANGIBLES ADM||946551|791111
656|SUMINISTROS|3||
6561|UTILES DE OFICINA|4||
656111|UTILES DE ESCRITORIO||946561|791111
