01|APERTURA
02|COMPRAS
03|VENTAS
04|DIARIO
05|CAJA
06|BANCOS
07|CAJA CHICA
09|ACTIVOS FIJOS
10|PLANILLAS
96|AJUSTE DOLAR
97|AJUSTE SOLES
98|AJUSTES ACM
99|CIERRE
